Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,26.590694,26.743515,26.081295,26.091482,23.632891,3789879
2014-01-03,26.172987,26.386934,26.009979,26.274866,23.798992,2918612
2014-01-06,26.274866,26.366558,25.765467,25.836782,23.402191,3511382
2014-01-07,25.959038,26.091482,25.582083,25.959038,23.512926,3409458
2014-01-08,25.918285,26.081295,25.785843,26.050732,23.595980,2860363
2014-01-09,26.040543,26.050732,25.286631,25.317194,22.931562,5556053
2014-01-10,25.337570,25.612646,25.021742,25.042118,22.682405,4907817
2014-01-13,25.205126,25.928474,25.143997,25.877535,23.439104,4414569
2014-01-14,25.347757,25.755278,25.276442,25.571894,23.162264,3861257
2014-01-15,25.745090,26.009979,25.612646,26.009979,23.559067,3003602
2014-01-16,26.040543,26.590694,26.020166,26.468439,23.974329,5927057
2014-01-17,26.407310,27.303856,26.407310,26.529568,24.029696,6675367
2014-01-20,26.305431,26.488815,26.122047,26.183174,23.715940,3284382
2014-01-21,26.325808,26.397123,25.694151,25.785843,23.356050,3664516
2014-01-22,25.704338,26.193363,25.510765,25.887722,23.448330,4831581
2014-01-23,25.796030,26.020166,25.510765,25.602457,23.189945,4370163
2014-01-24,25.470015,25.673775,24.471590,24.563282,22.248690,7539095
2014-01-27,24.420650,24.746666,23.972378,24.206701,21.925713,6214846
2014-01-28,24.471590,25.225502,24.451214,25.052305,22.691633,6539646
2014-01-29,25.368134,25.714525,24.430838,25.205126,22.830057,5759914
2014-01-30,25.001366,25.154186,24.705914,24.980989,22.627041,3373752
2014-01-31,25.072681,25.103247,24.604034,25.103247,22.737776,4106199
2014-02-03,24.940239,25.235689,24.553095,24.634598,22.313288,4054291
2014-02-04,24.288206,24.634598,24.247454,24.553095,22.239462,4732392
2014-02-05,24.858734,25.225502,24.695726,24.950426,22.599356,6415896
2014-02-06,25.062494,25.286631,24.777229,25.256065,22.876196,4949287
2014-02-07,26.285055,26.437876,25.113434,25.459826,23.060755,13114411
2014-02-10,25.490391,25.602457,24.532719,24.644787,22.322517,7770560
2014-02-11,24.675350,24.817982,24.410461,24.746666,22.414795,6425491
2014-02-12,24.970802,25.154186,24.817982,24.960613,22.608582,4281201
2014-02-13,24.960613,25.011555,24.553095,24.828171,22.488621,4246325
2014-02-14,24.991179,25.154186,24.848545,24.950426,22.599356,3183869
2014-02-17,25.052305,25.082870,24.767042,24.980989,22.627041,2296492
2014-02-18,25.062494,25.062494,24.461403,24.583658,22.267145,4564016
2014-02-19,24.563282,24.756853,24.369711,24.756853,22.424026,3371892
2014-02-20,24.349335,24.481777,24.237265,24.481777,22.174868,4238507
2014-02-21,24.634598,24.654974,24.359522,24.491966,22.184093,3695813
2014-02-24,24.512342,24.532719,24.145573,24.247454,21.962626,4223424
2014-02-25,24.125196,24.216888,23.544481,23.727865,21.491997,6163730
2014-02-26,23.554668,23.676926,23.136961,23.330532,21.132105,5690632
2014-02-27,23.422226,23.575045,23.116585,23.503729,21.288980,4903970
2014-02-28,23.462976,23.575045,23.167524,23.361097,21.159788,3203461
2014-03-03,22.821133,22.851698,22.220039,22.403423,20.292355,7794066
2014-03-04,22.678501,23.126774,22.576620,22.892448,20.735300,5539984
2014-03-05,22.861885,23.289782,22.831322,22.953577,20.790670,3529663
2014-03-06,23.004517,23.157337,22.933201,23.065645,20.892178,3437538
2014-03-07,23.024893,23.096209,22.454365,22.627562,20.495373,5129085
2014-03-10,22.413612,22.892448,21.914400,22.209852,20.117023,7391478
2014-03-11,22.260792,22.780380,22.260792,22.525681,20.403095,4484008
2014-03-12,22.413612,22.586809,22.077408,22.474739,20.356953,4994285
2014-03-13,22.535868,22.658125,21.843084,21.843084,19.784819,5107780
2014-03-14,21.781956,22.281168,21.455940,21.832895,19.775591,6780486
2014-03-17,21.934776,22.342297,21.853271,22.087597,20.006292,3135728
2014-03-18,22.067221,22.372860,21.751392,22.230228,20.135481,4707916
2014-03-19,22.393236,22.770193,22.220039,22.444176,20.329266,4242416
2014-03-20,22.444176,22.912825,22.372860,22.851698,20.698389,5294321
2014-03-21,22.953577,23.289782,22.902637,23.177713,20.993683,6544189
2014-03-24,23.350908,23.575045,22.760006,22.841509,20.689161,4436745
2014-03-25,22.912825,23.187901,22.739630,23.045269,20.873720,4663480
2014-03-26,23.249029,23.544481,23.228653,23.299969,21.104424,4039444
2014-03-27,23.147148,23.330532,22.953577,23.310158,21.113651,2921389
2014-03-28,23.412037,23.697302,23.371284,23.564857,21.344349,3059833
2014-03-31,23.697302,24.064070,23.636173,23.829744,21.584274,3525945
2014-04-01,24.033504,24.186325,23.901060,23.952002,21.695013,3259157
2014-04-02,23.697302,23.727865,23.412037,23.605610,21.381262,4745933
2014-04-03,23.727865,23.921436,23.513918,23.788994,21.547361,3355242
2014-04-04,23.799181,24.390085,23.799181,24.267830,21.981079,4581351
2014-04-07,24.043694,24.369711,23.972378,24.053881,21.787292,3919086
2014-04-08,24.155762,24.542906,24.013128,24.430838,22.128731,5798349
2014-04-09,24.481777,24.644787,24.369711,24.400274,22.101044,3327015
2014-04-10,24.522530,24.593845,24.176138,24.400274,22.101044,2849565
2014-04-11,24.145573,24.441027,23.992752,24.125196,21.851887,4475004
2014-04-14,24.145573,24.451214,23.870497,24.420650,22.119503,4087455
2014-04-15,24.328959,24.349335,23.554668,23.575045,21.353577,5007966
2014-04-16,23.809368,23.941813,23.575045,23.799181,21.556591,2985631
2014-04-17,23.839933,23.941813,23.625984,23.860310,21.611961,2400758
2014-04-22,23.972378,24.216888,23.758429,24.145573,21.870344,3108731
2014-04-23,24.145573,24.206701,23.982565,24.196512,21.916483,2383328
2014-04-24,24.328959,24.512342,24.013128,24.216888,21.934937,3304922
2014-04-25,24.053881,24.186325,23.799181,23.921436,21.667328,2821440
2014-04-28,23.870497,23.901060,23.462976,23.636173,21.408945,3866155
2014-04-29,23.605610,23.870497,23.442600,23.799181,21.556591,3420676
2014-04-30,23.687113,23.911249,23.605610,23.850121,21.602730,3223002
2014-05-02,23.799181,24.023317,23.727865,23.952002,21.695013,3375550
2014-05-05,23.839933,23.901060,23.462976,23.707489,21.473539,2892157
2014-05-06,23.656549,23.758429,23.503729,23.727865,21.491997,2477488
2014-05-07,23.615797,23.778805,23.462976,23.768618,21.528908,2805462
